subject,session,Condition,ACC,RT,stimtype
166,Pre,Control,1,818,inc
166,Pre,Control,1,606,con
166,Pre,Control,1,779,inc
166,Pre,Control,1,678,con
166,Pre,Control,1,711,con
166,Pre,Control,1,660,con
166,Pre,Control,1,655,neu
166,Pre,Control,,0,null
166,Pre,Control,1,865,inc
166,Pre,Control,1,539,neu
166,Pre,Control,,0,null
166,Pre,Control,1,754,inc
166,Pre,Control,1,696,inc
166,Pre,Control,,0,null
166,Pre,Control,1,643,con
166,Pre,Control,1,660,neu
166,Pre,Control,1,673,con
166,Pre,Control,,0,null
166,Pre,Control,1,794,inc
166,Pre,Control,1,613,neu
166,Pre,Control,,0,null
166,Pre,Control,1,705,neu
166,Pre,Control,,0,null
166,Pre,Control,1,803,inc
166,Pre,Control,1,662,inc
166,Pre,Control,1,789,inc
166,Pre,Control,1,676,neu
166,Pre,Control,,0,null
166,Pre,Control,1,823,inc
166,Pre,Control,1,756,inc
166,Pre,Control,1,781,inc
166,Pre,Control,1,637,neu
166,Pre,Control,1,702,con
166,Pre,Control,1,634,neu
166,Pre,Control,,0,null
166,Pre,Control,1,690,neu
166,Pre,Control,1,609,con
166,Pre,Control,,0,null
166,Pre,Control,1,777,inc
166,Pre,Control,1,687,neu
166,Pre,Control,1,676,inc
166,Pre,Control,,0,null
166,Pre,Control,1,604,neu
166,Pre,Control,,0,null
166,Pre,Control,1,778,con
166,Pre,Control,,0,null
166,Pre,Control,1,942,inc
166,Pre,Control,1,729,inc
166,Pre,Control,1,625,con
166,Pre,Control,1,592,con
166,Pre,Control,,0,null
166,Pre,Control,1,699,inc
166,Pre,Control,1,652,con
166,Pre,Control,,0,null
166,Pre,Control,1,685,inc
166,Pre,Control,,0,null
166,Pre,Control,1,691,neu
166,Pre,Control,,0,null
166,Pre,Control,1,582,neu
166,Pre,Control,,0,null
166,Pre,Control,1,979,neu
166,Pre,Control,,0,null
166,Pre,Control,1,600,neu
166,Pre,Control,1,683,inc
166,Pre,Control,1,699,con
166,Pre,Control,1,530,neu
166,Pre,Control,1,691,neu
166,Pre,Control,1,666,neu
166,Pre,Control,,0,null
166,Pre,Control,1,748,con
166,Pre,Control,1,693,inc
166,Pre,Control,1,603,neu
166,Pre,Control,1,657,neu
166,Pre,Control,1,699,con
166,Pre,Control,,0,null
166,Pre,Control,1,776,inc
166,Pre,Control,1,573,con
166,Pre,Control,1,708,inc
166,Pre,Control,1,689,con
166,Pre,Control,,0,null
166,Pre,Control,1,609,neu
166,Pre,Control,1,755,inc
166,Pre,Control,,0,null
166,Pre,Control,1,733,con
166,Pre,Control,,0,null
166,Pre,Control,1,831,inc
166,Pre,Control,1,769,inc
166,Pre,Control,1,646,neu
166,Pre,Control,,0,null
166,Pre,Control,1,721,neu
166,Pre,Control,1,680,inc
166,Pre,Control,1,773,inc
166,Pre,Control,,0,null
166,Pre,Control,1,625,neu
166,Pre,Control,,0,null
166,Pre,Control,1,684,inc
166,Pre,Control,1,574,con
166,Pre,Control,,0,null
166,Pre,Control,1,756,inc
166,Pre,Control,1,750,neu
166,Pre,Control,1,670,con
166,Pre,Control,1,666,neu
166,Pre,Control,,0,null
166,Pre,Control,1,696,neu
166,Pre,Control,,0,null
166,Post,Control,1,632,neu
166,Post,Control,1,876,con
166,Post,Control,1,734,neu
166,Post,Control,1,564,neu
166,Post,Control,1,561,con
166,Post,Control,,0,null
166,Post,Control,1,1070,inc
166,Post,Control,1,498,neu
166,Post,Control,1,503,neu
166,Post,Control,1,531,neu
166,Post,Control,1,562,con
166,Post,Control,1,895,inc
166,Post,Control,1,603,neu
166,Post,Control,,0,null
166,Post,Control,1,741,neu
166,Post,Control,1,716,inc
166,Post,Control,,0,null
166,Post,Control,1,654,con
166,Post,Control,1,700,inc
166,Post,Control,1,565,con
166,Post,Control,1,612,neu
166,Post,Control,1,767,inc
166,Post,Control,1,746,inc
166,Post,Control,1,680,con
166,Post,Control,,0,null
166,Post,Control,1,896,inc
166,Post,Control,,0,null
166,Post,Control,1,821,inc
166,Post,Control,,0,null
166,Post,Control,1,734,inc
166,Post,Control,1,613,con
166,Post,Control,1,630,neu
166,Post,Control,1,633,neu
166,Post,Control,1,630,con
166,Post,Control,1,997,neu
166,Post,Control,,0,null
166,Post,Control,1,746,inc
166,Post,Control,1,520,neu
166,Post,Control,1,775,inc
166,Post,Control,,0,null
166,Post,Control,1,765,neu
166,Post,Control,1,731,inc
166,Post,Control,1,592,con
166,Post,Control,,0,null
166,Post,Control,1,781,inc
166,Post,Control,,0,null
166,Post,Control,1,740,con
166,Post,Control,,0,null
166,Post,Control,1,675,neu
166,Post,Control,,0,null
166,Post,Control,1,633,neu
166,Post,Control,1,730,inc
166,Post,Control,1,657,neu
166,Post,Control,1,631,con
166,Post,Control,1,661,inc
166,Post,Control,1,749,inc
166,Post,Control,1,609,con
166,Post,Control,1,623,neu
166,Post,Control,1,561,neu
166,Post,Control,1,663,inc
166,Post,Control,1,643,neu
166,Post,Control,1,678,inc
166,Post,Control,1,629,con
166,Post,Control,,0,null
166,Post,Control,1,645,con
166,Post,Control,1,616,neu
166,Post,Control,,0,null
166,Post,Control,1,571,con
166,Post,Control,1,555,neu
166,Post,Control,,0,null
166,Post,Control,1,516,con
166,Post,Control,1,723,inc
166,Post,Control,1,599,con
166,Post,Control,,0,null
166,Post,Control,1,656,con
166,Post,Control,1,702,con
166,Post,Control,,0,null
166,Post,Control,1,611,con
166,Post,Control,,0,null
166,Post,Control,1,755,inc
166,Post,Control,1,582,con
166,Post,Control,1,619,inc
166,Post,Control,1,554,neu
166,Post,Control,,0,null
166,Post,Control,1,566,neu
166,Post,Control,1,586,con
166,Post,Control,1,577,con
166,Post,Control,1,568,neu
166,Post,Control,1,786,inc
166,Post,Control,1,536,con
166,Post,Control,,0,null
166,Post,Control,1,894,inc
166,Post,Control,1,567,con
166,Post,Control,,0,null
166,Post,Control,1,756,inc
166,Post,Control,1,624,con
166,Post,Control,1,436,neu
166,Post,Control,,0,null
166,Post,Control,1,465,con
166,Post,Control,,0,null
166,Post,Control,1,593,neu
166,Post,Control,,0,null
166,Post,Control,1,533,con
166,Post,Control,1,661,neu
166,Post,Control,1,624,neu
166,Post,Control,1,710,inc
166,Post,Control,,0,null
166,Post,Control,1,619,neu
166,Post,Control,1,791,inc
166,Post,Control,,0,null
166,Post,Control,1,649,con
166,Post,Control,,0,null
166,Post,Control,1,790,inc
166,Post,Control,,0,null
166,Post,Control,1,711,inc
166,Post,Control,,0,null
166,Post,Control,1,674,neu
166,Post,Control,,0,null
166,Post,Control,1,519,neu
166,Post,Control,1,617,neu
166,Post,Control,1,654,inc
166,Post,Control,1,694,con
166,Post,Control,1,582,con
166,Post,Control,1,622,con
166,Post,Control,,0,null
166,Post,Control,1,625,con
166,Post,Control,1,713,inc
166,Post,Control,1,589,con
166,Post,Control,1,584,con
166,Post,Control,1,537,neu
166,Post,Control,,0,null
166,Post,Control,1,821,inc
166,Post,Control,1,617,con
166,Post,Control,1,592,con
166,Post,Control,1,878,inc
166,Post,Control,,0,null
166,Post,Control,1,780,inc
166,Post,Control,1,640,neu
166,Post,Control,,0,null
166,Post,Control,1,716,neu
166,Post,Control,,0,null
166,Post,Control,1,791,inc
166,Post,Control,1,665,inc
166,Post,Control,1,620,con
166,Post,Control,,0,null
166,Post,Control,1,883,inc
166,Post,Control,1,755,inc
166,Post,Control,1,611,con
166,Post,Control,,0,null
166,Post,Control,1,762,inc
166,Post,Control,,0,null
166,Post,Control,1,713,inc
166,Post,Control,1,630,inc
166,Post,Control,,0,null
166,Post,Control,1,625,neu
166,Post,Control,1,573,neu
166,Post,Control,1,607,con
166,Post,Control,1,530,neu
166,Post,Control,,0,null
166,Post,Control,1,561,neu
166,Post,Control,,0,null
174,Pre,Experimental,1,611,neu
174,Pre,Experimental,1,965,inc
174,Pre,Experimental,1,561,con
174,Pre,Experimental,1,708,inc
174,Pre,Experimental,1,703,inc
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,715,neu
174,Pre,Experimental,1,942,con
174,Pre,Experimental,1,564,con
174,Pre,Experimental,1,571,neu
174,Pre,Experimental,1,546,con
174,Pre,Experimental,1,781,inc
174,Pre,Experimental,1,554,neu
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,642,con
174,Pre,Experimental,1,514,neu
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,640,neu
174,Pre,Experimental,1,779,inc
174,Pre,Experimental,1,497,neu
174,Pre,Experimental,1,602,con
174,Pre,Experimental,1,730,con
174,Pre,Experimental,1,623,inc
174,Pre,Experimental,1,577,con
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,632,neu
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,575,neu
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,765,inc
174,Pre,Experimental,1,541,neu
174,Pre,Experimental,1,665,inc
174,Pre,Experimental,1,614,con
174,Pre,Experimental,1,493,neu
174,Pre,Experimental,1,654,inc
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,698,inc
174,Pre,Experimental,1,664,inc
174,Pre,Experimental,1,697,inc
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,689,inc
174,Pre,Experimental,1,660,inc
174,Pre,Experimental,1,581,con
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,625,neu
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,630,con
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,685,inc
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,783,neu
174,Pre,Experimental,1,658,neu
174,Pre,Experimental,1,680,neu
174,Pre,Experimental,1,621,neu
174,Pre,Experimental,1,542,neu
174,Pre,Experimental,1,750,inc
174,Pre,Experimental,1,573,inc
174,Pre,Experimental,1,757,inc
174,Pre,Experimental,1,665,inc
174,Pre,Experimental,1,457,neu
174,Pre,Experimental,1,558,con
174,Pre,Experimental,1,523,neu
174,Pre,Experimental,1,588,con
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,698,inc
174,Pre,Experimental,1,527,con
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,642,neu
174,Pre,Experimental,1,650,neu
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,912,con
174,Pre,Experimental,1,775,con
174,Pre,Experimental,1,633,inc
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,599,inc
174,Pre,Experimental,1,480,con
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,674,inc
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,615,con
174,Pre,Experimental,1,574,con
174,Pre,Experimental,1,681,con
174,Pre,Experimental,1,569,neu
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,688,inc
174,Pre,Experimental,1,618,neu
174,Pre,Experimental,1,511,neu
174,Pre,Experimental,1,679,inc
174,Pre,Experimental,1,501,neu
174,Pre,Experimental,1,590,inc
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,608,con
174,Pre,Experimental,1,584,con
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,530,neu
174,Pre,Experimental,1,729,inc
174,Pre,Experimental,1,682,neu
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,712,inc
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,588,neu
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,623,con
174,Pre,Experimental,0,712,inc
174,Pre,Experimental,1,608,neu
174,Pre,Experimental,1,542,con
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,687,inc
174,Pre,Experimental,1,640,con
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,587,con
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,658,neu
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,835,inc
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,554,con
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,771,inc
174,Pre,Experimental,1,772,con
174,Pre,Experimental,1,692,neu
174,Pre,Experimental,1,781,inc
174,Pre,Experimental,1,624,neu
174,Pre,Experimental,1,695,inc
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,541,con
174,Pre,Experimental,1,632,con
174,Pre,Experimental,1,632,con
174,Pre,Experimental,1,689,neu
174,Pre,Experimental,1,654,con
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,903,inc
174,Pre,Experimental,1,651,con
174,Pre,Experimental,1,657,inc
174,Pre,Experimental,1,576,con
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,654,inc
174,Pre,Experimental,1,484,neu
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,595,neu
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,661,inc
174,Pre,Experimental,1,605,neu
174,Pre,Experimental,1,592,con
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,873,con
174,Pre,Experimental,1,746,neu
174,Pre,Experimental,1,688,inc
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,799,con
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,627,con
174,Pre,Experimental,1,509,con
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,517,con
174,Pre,Experimental,1,612,neu
174,Pre,Experimental,1,607,neu
174,Pre,Experimental,1,848,inc
174,Pre,Experimental,,0,null
174,Pre,Experimental,1,565,neu
174,Pre,Experimental,,0,null
174,Post,Experimental,1,571,neu
174,Post,Experimental,0,952,inc
174,Post,Experimental,1,440,con
174,Post,Experimental,1,592,inc
174,Post,Experimental,1,605,inc
174,Post,Experimental,,0,null
174,Post,Experimental,1,511,neu
174,Post,Experimental,1,540,con
174,Post,Experimental,1,465,con
174,Post,Experimental,1,700,neu
174,Post,Experimental,1,385,con
174,Post,Experimental,1,563,inc
174,Post,Experimental,1,380,neu
174,Post,Experimental,,0,null
174,Post,Experimental,1,528,con
174,Post,Experimental,1,439,neu
174,Post,Experimental,,0,null
174,Post,Experimental,1,588,neu
174,Post,Experimental,1,585,inc
174,Post,Experimental,1,368,neu
174,Post,Experimental,1,518,con
174,Post,Experimental,1,473,con
174,Post,Experimental,1,531,inc
174,Post,Experimental,1,441,con
174,Post,Experimental,,0,null
174,Post,Experimental,1,466,neu
174,Post,Experimental,,0,null
174,Post,Experimental,1,506,neu
174,Post,Experimental,,0,null
174,Post,Experimental,1,560,inc
174,Post,Experimental,1,391,neu
174,Post,Experimental,1,499,inc
174,Post,Experimental,1,439,con
174,Post,Experimental,1,349,neu
174,Post,Experimental,1,493,inc
174,Post,Experimental,,0,null
174,Post,Experimental,1,556,inc
174,Post,Experimental,1,484,inc
174,Post,Experimental,1,530,inc
174,Post,Experimental,,0,null
174,Post,Experimental,1,520,inc
174,Post,Experimental,1,539,inc
174,Post,Experimental,1,417,con
174,Post,Experimental,,0,null
174,Post,Experimental,1,461,neu
174,Post,Experimental,,0,null
174,Post,Experimental,1,468,con
174,Post,Experimental,,0,null
174,Post,Experimental,1,571,inc
174,Post,Experimental,,0,null
174,Post,Experimental,1,500,neu
174,Post,Experimental,1,559,neu
174,Post,Experimental,1,476,neu
174,Post,Experimental,1,387,neu
174,Post,Experimental,1,366,neu
174,Post,Experimental,1,521,inc
174,Post,Experimental,1,455,inc
174,Post,Experimental,1,508,inc
174,Post,Experimental,1,537,inc
174,Post,Experimental,1,402,neu
174,Post,Experimental,1,469,con
174,Post,Experimental,1,433,neu
174,Post,Experimental,1,435,con
174,Post,Experimental,,0,null
174,Post,Experimental,1,510,inc
174,Post,Experimental,1,413,con
174,Post,Experimental,,0,null
174,Post,Experimental,1,462,neu
174,Post,Experimental,1,588,neu
174,Post,Experimental,,0,null
174,Post,Experimental,1,422,con
174,Post,Experimental,1,492,con
174,Post,Experimental,0,349,inc
174,Post,Experimental,,0,null
174,Post,Experimental,1,725,inc
174,Post,Experimental,1,449,con
174,Post,Experimental,,0,null
174,Post,Experimental,1,523,inc
174,Post,Experimental,,0,null
174,Post,Experimental,1,614,con
174,Post,Experimental,1,384,con
174,Post,Experimental,1,488,con
174,Post,Experimental,1,498,neu
174,Post,Experimental,,0,null
174,Post,Experimental,1,524,inc
174,Post,Experimental,1,469,neu
174,Post,Experimental,1,418,neu
174,Post,Experimental,1,513,inc
174,Post,Experimental,1,479,neu
174,Post,Experimental,1,471,inc
174,Post,Experimental,,0,null
174,Post,Experimental,1,480,con
174,Post,Experimental,1,417,con
174,Post,Experimental,,0,null
174,Post,Experimental,1,448,neu
174,Post,Experimental,1,474,inc
174,Post,Experimental,1,518,neu
174,Post,Experimental,,0,null
174,Post,Experimental,1,429,inc
174,Post,Experimental,,0,null
174,Post,Experimental,1,453,neu
174,Post,Experimental,,0,null
174,Post,Experimental,1,458,con
174,Post,Experimental,1,558,inc
174,Post,Experimental,1,477,neu
174,Post,Experimental,1,425,con
174,Post,Experimental,,0,null
174,Post,Experimental,1,489,inc
174,Post,Experimental,1,527,con
174,Post,Experimental,,0,null
174,Post,Experimental,1,389,con
174,Post,Experimental,,0,null
174,Post,Experimental,1,524,neu
174,Post,Experimental,,0,null
174,Post,Experimental,1,595,inc
174,Post,Experimental,,0,null
174,Post,Experimental,1,382,con
174,Post,Experimental,,0,null
174,Post,Experimental,1,482,inc
174,Post,Experimental,1,533,con
174,Post,Experimental,1,455,neu
174,Post,Experimental,1,537,inc
174,Post,Experimental,1,435,neu
174,Post,Experimental,1,497,inc
174,Post,Experimental,,0,null
174,Post,Experimental,1,396,con
174,Post,Experimental,1,449,con
174,Post,Experimental,1,444,con
174,Post,Experimental,1,470,neu
174,Post,Experimental,1,445,con
174,Post,Experimental,,0,null
174,Post,Experimental,0,388,inc
174,Post,Experimental,1,635,con
174,Post,Experimental,1,595,inc
174,Post,Experimental,1,419,con
174,Post,Experimental,,0,null
174,Post,Experimental,1,572,inc
174,Post,Experimental,1,566,neu
174,Post,Experimental,,0,null
174,Post,Experimental,1,454,neu
174,Post,Experimental,,0,null
174,Post,Experimental,1,621,inc
174,Post,Experimental,1,562,neu
174,Post,Experimental,1,540,con
174,Post,Experimental,,0,null
174,Post,Experimental,1,501,con
174,Post,Experimental,1,465,neu
174,Post,Experimental,1,667,inc
174,Post,Experimental,,0,null
174,Post,Experimental,1,526,con
174,Post,Experimental,,0,null
174,Post,Experimental,1,538,con
174,Post,Experimental,1,533,con
174,Post,Experimental,,0,null
174,Post,Experimental,1,532,con
174,Post,Experimental,1,594,neu
174,Post,Experimental,1,496,neu
174,Post,Experimental,1,637,inc
174,Post,Experimental,,0,null
174,Post,Experimental,1,576,neu
174,Post,Experimental,,0,null
176,Pre,Experimental,0,0,neu
176,Pre,Experimental,1,960,con
176,Pre,Experimental,1,773,con
176,Pre,Experimental,0,869,inc
176,Pre,Experimental,0,892,con
176,Pre,Experimental,,0,null
176,Pre,Experimental,0,1030,inc
176,Pre,Experimental,1,676,con
176,Pre,Experimental,1,1023,con
176,Pre,Experimental,1,747,neu
176,Pre,Experimental,0,1194,inc
176,Pre,Experimental,1,816,con
176,Pre,Experimental,1,773,con
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,767,neu
176,Pre,Experimental,1,971,inc
176,Pre,Experimental,,0,null
176,Pre,Experimental,0,1376,inc
176,Pre,Experimental,1,983,con
176,Pre,Experimental,1,1322,inc
176,Pre,Experimental,1,717,neu
176,Pre,Experimental,1,733,neu
176,Pre,Experimental,1,737,inc
176,Pre,Experimental,1,642,con
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,1071,inc
176,Pre,Experimental,,0,null
176,Pre,Experimental,0,1056,inc
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,903,inc
176,Pre,Experimental,1,686,neu
176,Pre,Experimental,1,727,inc
176,Pre,Experimental,1,879,inc
176,Pre,Experimental,1,648,con
176,Pre,Experimental,1,806,neu
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,804,inc
176,Pre,Experimental,1,677,inc
176,Pre,Experimental,1,702,neu
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,724,neu
176,Pre,Experimental,1,627,con
176,Pre,Experimental,1,671,neu
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,634,con
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,662,con
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,680,con
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,809,inc
176,Pre,Experimental,1,634,neu
176,Pre,Experimental,1,716,inc
176,Pre,Experimental,1,632,con
176,Pre,Experimental,1,787,inc
176,Pre,Experimental,1,635,neu
176,Pre,Experimental,1,838,inc
176,Pre,Experimental,1,626,neu
176,Pre,Experimental,1,699,con
176,Pre,Experimental,1,766,inc
176,Pre,Experimental,1,728,inc
176,Pre,Experimental,1,713,con
176,Pre,Experimental,1,678,neu
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,663,neu
176,Pre,Experimental,1,702,neu
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,700,neu
176,Pre,Experimental,1,723,inc
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,840,con
176,Pre,Experimental,1,684,inc
176,Pre,Experimental,1,725,con
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,627,neu
176,Pre,Experimental,1,628,con
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,666,inc
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,689,inc
176,Pre,Experimental,1,798,inc
176,Pre,Experimental,1,686,neu
176,Pre,Experimental,1,748,inc
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,648,neu
176,Pre,Experimental,1,656,neu
176,Pre,Experimental,1,756,inc
176,Pre,Experimental,1,676,inc
176,Pre,Experimental,1,702,neu
176,Pre,Experimental,1,686,neu
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,667,con
176,Pre,Experimental,1,680,neu
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,678,con
176,Pre,Experimental,1,875,inc
176,Pre,Experimental,1,813,neu
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,670,neu
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,834,inc
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,749,neu
176,Pre,Experimental,1,714,con
176,Pre,Experimental,1,755,con
176,Pre,Experimental,1,704,neu
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,819,inc
176,Pre,Experimental,0,1092,inc
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,698,neu
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,750,inc
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,680,neu
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,718,con
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,737,con
176,Pre,Experimental,1,745,neu
176,Pre,Experimental,1,775,inc
176,Pre,Experimental,1,649,con
176,Pre,Experimental,1,545,con
176,Pre,Experimental,1,743,con
176,Pre,Experimental,,0,null
176,Pre,Experimental,0,0,con
176,Pre,Experimental,1,659,con
176,Pre,Experimental,0,1010,inc
176,Pre,Experimental,1,627,neu
176,Pre,Experimental,1,816,inc
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,681,con
176,Pre,Experimental,1,770,con
176,Pre,Experimental,1,554,con
176,Pre,Experimental,1,545,con
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,855,inc
176,Pre,Experimental,1,634,con
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,672,neu
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,618,con
176,Pre,Experimental,1,805,con
176,Pre,Experimental,1,1160,inc
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,785,con
176,Pre,Experimental,1,805,inc
176,Pre,Experimental,1,665,neu
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,702,neu
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,709,neu
176,Pre,Experimental,1,666,con
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,733,neu
176,Pre,Experimental,1,728,neu
176,Pre,Experimental,1,880,inc
176,Pre,Experimental,1,628,neu
176,Pre,Experimental,,0,null
176,Pre,Experimental,1,650,neu
176,Pre,Experimental,,0,null
176,Post,Experimental,1,765,neu
176,Post,Experimental,1,691,con
176,Post,Experimental,1,702,con
176,Post,Experimental,1,924,inc
176,Post,Experimental,1,604,con
176,Post,Experimental,,0,null
176,Post,Experimental,1,941,inc
176,Post,Experimental,1,708,con
176,Post,Experimental,1,596,con
176,Post,Experimental,1,599,neu
176,Post,Experimental,1,725,inc
176,Post,Experimental,1,606,con
176,Post,Experimental,1,573,con
176,Post,Experimental,,0,null
176,Post,Experimental,1,671,neu
176,Post,Experimental,1,633,inc
176,Post,Experimental,,0,null
176,Post,Experimental,1,662,inc
176,Post,Experimental,1,645,con
176,Post,Experimental,1,783,inc
176,Post,Experimental,1,645,neu
176,Post,Experimental,1,684,neu
176,Post,Experimental,1,626,inc
176,Post,Experimental,1,620,con
176,Post,Experimental,,0,null
176,Post,Experimental,1,723,inc
176,Post,Experimental,,0,null
176,Post,Experimental,1,829,inc
176,Post,Experimental,,0,null
176,Post,Experimental,1,723,inc
176,Post,Experimental,1,634,neu
176,Post,Experimental,1,684,inc
176,Post,Experimental,1,668,inc
176,Post,Experimental,1,764,con
176,Post,Experimental,0,0,neu
176,Post,Experimental,,0,null
176,Post,Experimental,1,642,inc
176,Post,Experimental,1,583,inc
176,Post,Experimental,1,556,neu
176,Post,Experimental,,0,null
176,Post,Experimental,1,618,neu
176,Post,Experimental,1,522,con
176,Post,Experimental,1,638,neu
176,Post,Experimental,,0,null
176,Post,Experimental,1,685,con
176,Post,Experimental,,0,null
176,Post,Experimental,1,659,con
176,Post,Experimental,,0,null
176,Post,Experimental,1,968,con
176,Post,Experimental,,0,null
176,Post,Experimental,1,732,inc
176,Post,Experimental,1,806,neu
176,Post,Experimental,0,910,inc
176,Post,Experimental,1,637,con
176,Post,Experimental,1,684,inc
176,Post,Experimental,1,666,neu
176,Post,Experimental,1,756,inc
176,Post,Experimental,0,0,neu
176,Post,Experimental,0,0,con
176,Post,Experimental,0,0,inc
176,Post,Experimental,1,667,inc
176,Post,Experimental,1,644,con
176,Post,Experimental,1,571,neu
176,Post,Experimental,,0,null
176,Post,Experimental,1,638,neu
176,Post,Experimental,1,521,neu
176,Post,Experimental,,0,null
176,Post,Experimental,1,599,neu
176,Post,Experimental,0,711,inc
176,Post,Experimental,,0,null
176,Post,Experimental,1,633,con
176,Post,Experimental,1,662,inc
176,Post,Experimental,1,605,con
176,Post,Experimental,,0,null
176,Post,Experimental,1,617,neu
176,Post,Experimental,1,571,con
176,Post,Experimental,,0,null
176,Post,Experimental,1,739,inc
176,Post,Experimental,,0,null
176,Post,Experimental,1,784,inc
176,Post,Experimental,1,737,inc
176,Post,Experimental,1,609,neu
176,Post,Experimental,1,746,inc
176,Post,Experimental,,0,null
176,Post,Experimental,0,0,neu
176,Post,Experimental,1,1079,neu
176,Post,Experimental,1,636,inc
176,Post,Experimental,1,660,inc
176,Post,Experimental,1,591,neu
176,Post,Experimental,1,644,neu
176,Post,Experimental,,0,null
176,Post,Experimental,1,599,con
176,Post,Experimental,1,558,neu
176,Post,Experimental,,0,null
176,Post,Experimental,1,647,con
176,Post,Experimental,0,705,inc
176,Post,Experimental,1,622,neu
176,Post,Experimental,,0,null
176,Post,Experimental,1,656,neu
176,Post,Experimental,,0,null
176,Post,Experimental,1,657,inc
176,Post,Experimental,,0,null
176,Post,Experimental,1,673,neu
176,Post,Experimental,1,664,con
176,Post,Experimental,1,626,con
176,Post,Experimental,1,580,neu
176,Post,Experimental,,0,null
176,Post,Experimental,1,705,inc
176,Post,Experimental,1,670,inc
176,Post,Experimental,,0,null
176,Post,Experimental,1,702,neu
176,Post,Experimental,,0,null
176,Post,Experimental,1,704,inc
176,Post,Experimental,,0,null
176,Post,Experimental,1,692,neu
176,Post,Experimental,,0,null
